PersonID,NAMELSAD,LANCOUNT,VACLEP,ILLIT
Person_33,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_34,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_35,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_36,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_37,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_38,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_39,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_40,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_41,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_42,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_43,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_44,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_45,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_46,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_47,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_48,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_49,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_50,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_51,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_52,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_53,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_54,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_55,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_56,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_57,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_58,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_59,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_60,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_61,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_62,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_63,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_64,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_65,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_66,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_67,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_68,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_69,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_70,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_71,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_72,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_73,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_74,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_75,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_76,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_77,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_78,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_79,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_80,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_81,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_82,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_83,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_84,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_85,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_86,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_87,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_88,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_89,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_90,"Aleutians East Borough, Alaska","[2, 60]",1,0
Person_91,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_92,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_93,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_94,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_95,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_96,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_97,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_98,"Aleutians East Borough, Alaska","[60, 2]",1,0
Person_99,"Aleutians East Borough, Alaska",[60],1,0
Person_100,"Aleutians East Borough, Alaska",[60],1,0
Person_101,"Aleutians East Borough, Alaska",[60],1,0
Person_102,"Aleutians East Borough, Alaska",[60],1,0
Person_103,"Aleutians East Borough, Alaska",[60],1,0
Person_104,"Aleutians East Borough, Alaska",[60],1,0
Person_105,"Aleutians East Borough, Alaska",[60],1,0
Person_106,"Aleutians East Borough, Alaska",[60],1,0
Person_107,"Aleutians East Borough, Alaska",[60],1,0
Person_108,"Aleutians East Borough, Alaska",[60],1,0
Person_109,"Aleutians East Borough, Alaska",[60],1,0
Person_110,"Aleutians East Borough, Alaska",[60],1,0
Person_111,"Aleutians East Borough, Alaska",[60],1,0
Person_112,"Aleutians East Borough, Alaska",[60],1,0
Person_113,"Aleutians East Borough, Alaska",[60],1,0
Person_114,"Aleutians East Borough, Alaska",[60],1,0
Person_115,"Aleutians East Borough, Alaska",[60],1,0
Person_116,"Aleutians East Borough, Alaska",[60],1,0
Person_117,"Aleutians East Borough, Alaska",[60],1,0
Person_118,"Aleutians East Borough, Alaska",[60],1,0
Person_119,"Aleutians East Borough, Alaska",[60],1,0
Person_120,"Aleutians East Borough, Alaska",[60],1,0
Person_121,"Aleutians East Borough, Alaska",[60],1,0
Person_122,"Aleutians East Borough, Alaska",[60],1,0
Person_123,"Aleutians East Borough, Alaska",[60],1,0
Person_124,"Aleutians East Borough, Alaska",[60],1,0
Person_125,"Aleutians East Borough, Alaska",[60],1,0
Person_126,"Aleutians East Borough, Alaska",[60],1,0
Person_127,"Aleutians East Borough, Alaska",[60],1,0
Person_128,"Aleutians East Borough, Alaska",[60],1,0
Person_129,"Aleutians East Borough, Alaska",[60],1,0
Person_130,"Aleutians East Borough, Alaska",[60],1,0
Person_131,"Aleutians East Borough, Alaska",[60],1,0
Person_132,"Aleutians East Borough, Alaska",[60],1,0
Person_133,"Aleutians East Borough, Alaska",[60],1,0
Person_134,"Aleutians East Borough, Alaska",[60],1,0
Person_135,"Aleutians East Borough, Alaska",[60],1,0
Person_136,"Aleutians East Borough, Alaska",[60],1,0
Person_137,"Aleutians East Borough, Alaska",[60],1,0
Person_138,"Aleutians East Borough, Alaska",[60],1,0
Person_139,"Aleutians East Borough, Alaska",[60],1,0
Person_140,"Aleutians East Borough, Alaska",[60],1,0
Person_141,"Aleutians East Borough, Alaska",[60],1,0
Person_142,"Aleutians East Borough, Alaska",[60],1,0
Person_143,"Aleutians East Borough, Alaska",[60],1,0
Person_144,"Aleutians East Borough, Alaska",[60],1,0
Person_145,"Aleutians East Borough, Alaska",[60],1,0
Person_146,"Aleutians East Borough, Alaska",[60],1,0
Person_147,"Aleutians East Borough, Alaska",[60],1,0
Person_148,"Aleutians East Borough, Alaska",[60],1,0
Person_149,"Aleutians East Borough, Alaska",[60],1,0
Person_150,"Aleutians East Borough, Alaska",[60],1,0
Person_151,"Aleutians East Borough, Alaska",[60],1,0
Person_152,"Aleutians East Borough, Alaska",[60],1,0
Person_153,"Aleutians East Borough, Alaska",[60],1,0
Person_154,"Aleutians East Borough, Alaska",[60],1,0
Person_155,"Aleutians East Borough, Alaska",[60],1,0
Person_156,"Aleutians East Borough, Alaska",[60],1,0
Person_157,"Aleutians East Borough, Alaska",[60],1,0
Person_158,"Aleutians East Borough, Alaska",[60],1,0
Person_159,"Aleutians East Borough, Alaska",[60],1,0
Person_160,"Aleutians East Borough, Alaska",[60],1,0
Person_161,"Aleutians East Borough, Alaska",[60],1,0
Person_162,"Aleutians East Borough, Alaska",[60],1,0
Person_163,"Aleutians East Borough, Alaska",[60],1,0
Person_164,"Aleutians East Borough, Alaska",[60],1,0
Person_165,"Aleutians East Borough, Alaska",[60],1,0
Person_166,"Aleutians East Borough, Alaska",[60],1,0
Person_167,"Aleutians East Borough, Alaska",[60],1,0
Person_168,"Aleutians East Borough, Alaska",[60],1,0
Person_169,"Aleutians East Borough, Alaska",[60],1,0
Person_170,"Aleutians East Borough, Alaska",[60],1,0
Person_171,"Aleutians East Borough, Alaska",[60],1,0
Person_172,"Aleutians East Borough, Alaska",[60],1,0
Person_173,"Aleutians East Borough, Alaska",[60],1,0
Person_174,"Aleutians East Borough, Alaska",[60],1,0
Person_175,"Aleutians East Borough, Alaska",[60],1,0
Person_176,"Aleutians East Borough, Alaska",[60],1,0
Person_177,"Aleutians East Borough, Alaska",[60],1,0
Person_178,"Aleutians East Borough, Alaska",[60],1,0
Person_179,"Aleutians East Borough, Alaska",[60],1,0
Person_180,"Aleutians East Borough, Alaska",[60],1,0
Person_181,"Aleutians East Borough, Alaska",[60],1,0
Person_182,"Aleutians East Borough, Alaska",[60],1,0
Person_183,"Aleutians East Borough, Alaska",[60],1,0
Person_184,"Aleutians East Borough, Alaska",[60],1,0
Person_185,"Aleutians East Borough, Alaska",[60],1,0
Person_186,"Aleutians East Borough, Alaska",[60],1,0
Person_187,"Aleutians East Borough, Alaska",[60],1,0
Person_188,"Aleutians East Borough, Alaska",[60],1,0
Person_189,"Aleutians East Borough, Alaska",[60],1,0
Person_190,"Aleutians East Borough, Alaska",[60],1,0
Person_191,"Aleutians East Borough, Alaska",[60],1,0
Person_192,"Aleutians East Borough, Alaska",[60],1,0
Person_193,"Aleutians East Borough, Alaska",[60],1,0
Person_194,"Aleutians East Borough, Alaska",[60],1,0
Person_195,"Aleutians East Borough, Alaska",[60],1,0
Person_196,"Aleutians East Borough, Alaska",[60],1,0
Person_197,"Aleutians East Borough, Alaska",[60],1,0
Person_198,"Aleutians East Borough, Alaska",[60],1,0
Person_199,"Aleutians East Borough, Alaska",[60],1,0
Person_200,"Aleutians East Borough, Alaska",[60],1,0
Person_201,"Aleutians East Borough, Alaska",[60],1,0
Person_202,"Aleutians East Borough, Alaska",[60],1,0
Person_203,"Aleutians East Borough, Alaska",[60],1,0
Person_204,"Aleutians East Borough, Alaska",[60],1,0
Person_205,"Aleutians East Borough, Alaska",[60],1,0
Person_206,"Aleutians East Borough, Alaska",[60],1,0
Person_207,"Aleutians East Borough, Alaska",[60],1,0
Person_208,"Aleutians East Borough, Alaska",[60],1,0
Person_209,"Aleutians East Borough, Alaska",[60],1,0
Person_210,"Aleutians East Borough, Alaska",[60],1,0
Person_211,"Aleutians East Borough, Alaska",[60],1,0
Person_212,"Aleutians East Borough, Alaska",[60],1,0
Person_213,"Aleutians West Census Area, Alaska","[64, 48, 70, 2, 60]",1,1
Person_214,"Aleutians West Census Area, Alaska","[70, 2, 48, 60, 64]",1,1
Person_215,"Aleutians West Census Area, Alaska","[48, 2, 64, 70, 60]",1,1
Person_216,"Aleutians West Census Area, Alaska","[70, 64, 48, 60, 2]",1,1
Person_217,"Aleutians West Census Area, Alaska","[64, 52, 45, 59, 70]",1,0
Person_218,"Aleutians West Census Area, Alaska","[70, 49, 45, 52, 48]",1,0
Person_219,"Aleutians West Census Area, Alaska","[70, 48, 45, 49, 59]",1,0
Person_220,"Aleutians West Census Area, Alaska","[70, 52, 49, 45, 64]",1,0
Person_221,"Aleutians West Census Area, Alaska","[64, 59, 49, 70, 52]",1,0
Person_222,"Aleutians West Census Area, Alaska","[48, 70, 64, 59]",1,0
Person_223,"Aleutians West Census Area, Alaska","[48, 64, 70]",1,0
Person_224,"Aleutians West Census Area, Alaska","[48, 64, 70]",1,0
Person_225,"Aleutians West Census Area, Alaska","[64, 70, 48]",1,0
Person_226,"Aleutians West Census Area, Alaska","[2, 60]",1,1
Person_227,"Aleutians West Census Area, Alaska","[2, 60]",1,1
Person_228,"Aleutians West Census Area, Alaska","[2, 60]",1,1
Person_229,"Aleutians West Census Area, Alaska","[60, 2]",1,1
Person_230,"Aleutians West Census Area, Alaska","[2, 60]",1,1
Person_231,"Aleutians West Census Area, Alaska","[60, 2]",1,1
Person_232,"Aleutians West Census Area, Alaska","[2, 60]",1,0
Person_233,"Aleutians West Census Area, Alaska","[64, 70]",1,0
Person_234,"Aleutians West Census Area, Alaska","[64, 70]",1,0
Person_235,"Aleutians West Census Area, Alaska","[2, 64]",1,0
Person_236,"Aleutians West Census Area, Alaska","[64, 60]",1,0
Person_237,"Aleutians West Census Area, Alaska","[64, 60]",1,0
Person_238,"Aleutians West Census Area, Alaska","[2, 60]",1,0
Person_239,"Aleutians West Census Area, Alaska","[64, 70]",1,0
Person_240,"Aleutians West Census Area, Alaska","[60, 64]",1,0
Person_241,"Aleutians West Census Area, Alaska","[60, 70]",1,0
Person_242,"Aleutians West Census Area, Alaska","[70, 2]",1,0
Person_243,"Aleutians West Census Area, Alaska","[70, 60]",1,0
Person_244,"Aleutians West Census Area, Alaska","[64, 60]",1,0
Person_245,"Aleutians West Census Area, Alaska","[2, 64]",1,0
Person_246,"Aleutians West Census Area, Alaska","[2, 60]",1,0
Person_247,"Aleutians West Census Area, Alaska","[60, 70]",1,0
Person_248,"Aleutians West Census Area, Alaska","[60, 70]",1,0
Person_249,"Aleutians West Census Area, Alaska","[60, 2]",1,0
Person_250,"Aleutians West Census Area, Alaska","[64, 2]",1,0
Person_251,"Aleutians West Census Area, Alaska","[60, 64]",1,0
Person_252,"Aleutians West Census Area, Alaska","[2, 60]",1,0
Person_253,"Aleutians West Census Area, Alaska","[64, 70]",1,0
Person_254,"Aleutians West Census Area, Alaska","[64, 60]",1,0
Person_255,"Aleutians West Census Area, Alaska","[64, 70]",1,0
Person_256,"Aleutians West Census Area, Alaska","[60, 70]",1,0
Person_257,"Aleutians West Census Area, Alaska","[70, 2]",1,0
Person_258,"Aleutians West Census Area, Alaska","[2, 70]",1,0
Person_259,"Aleutians West Census Area, Alaska","[60, 70]",1,0
Person_260,"Aleutians West Census Area, Alaska","[70, 60]",1,0
Person_261,"Aleutians West Census Area, Alaska","[60, 70]",1,0
Person_262,"Aleutians West Census Area, Alaska","[2, 60]",1,0
Person_263,"Aleutians West Census Area, Alaska","[70, 2]",1,0
Person_264,"Aleutians West Census Area, Alaska","[2, 70]",1,0
Person_265,"Aleutians West Census Area, Alaska","[2, 60]",1,0
Person_266,"Aleutians West Census Area, Alaska","[2, 60]",1,0
Person_267,"Aleutians West Census Area, Alaska","[60, 70]",1,0
Person_268,"Aleutians West Census Area, Alaska","[70, 2]",1,0
Person_269,"Aleutians West Census Area, Alaska","[2, 60]",1,0
Person_270,"Aleutians West Census Area, Alaska","[70, 2]",1,0
Person_271,"Aleutians West Census Area, Alaska","[2, 70]",1,0
Person_272,"Aleutians West Census Area, Alaska","[2, 60]",1,0
Person_273,"Aleutians West Census Area, Alaska","[2, 70]",1,0
Person_274,"Aleutians West Census Area, Alaska","[2, 70]",1,0
Person_275,"Aleutians West Census Area, Alaska","[70, 2]",1,0
Person_276,"Aleutians West Census Area, Alaska","[2, 60]",1,0
Person_277,"Aleutians West Census Area, Alaska","[2, 70]",1,0
Person_278,"Aleutians West Census Area, Alaska","[70, 2]",1,0
Person_279,"Aleutians West Census Area, Alaska","[2, 70]",1,0
Person_280,"Aleutians West Census Area, Alaska","[60, 2]",1,0
Person_281,"Aleutians West Census Area, Alaska","[2, 70]",1,0
Person_282,"Aleutians West Census Area, Alaska","[60, 2]",1,0
Person_283,"Aleutians West Census Area, Alaska","[2, 70]",1,0
Person_284,"Aleutians West Census Area, Alaska","[60, 2]",1,0
Person_285,"Aleutians West Census Area, Alaska","[70, 60]",1,0
Person_286,"Aleutians West Census Area, Alaska","[70, 60]",1,0
Person_287,"Aleutians West Census Area, Alaska","[60, 2]",1,0
Person_288,"Aleutians West Census Area, Alaska","[70, 60]",1,0
Person_289,"Aleutians West Census Area, Alaska","[60, 2]",1,0
Person_290,"Aleutians West Census Area, Alaska","[2, 70]",1,0
Person_291,"Aleutians West Census Area, Alaska","[70, 60]",1,0
Person_292,"Aleutians West Census Area, Alaska","[2, 60]",1,0
Person_293,"Aleutians West Census Area, Alaska","[60, 2]",1,0
Person_294,"Aleutians West Census Area, Alaska","[60, 70]",1,0
Person_295,"Aleutians West Census Area, Alaska","[60, 2]",1,0
Person_296,"Aleutians West Census Area, Alaska","[60, 70]",1,0
Person_297,"Aleutians West Census Area, Alaska","[70, 2]",1,0
Person_298,"Aleutians West Census Area, Alaska","[60, 70]",1,0
Person_299,"Aleutians West Census Area, Alaska","[2, 70]",1,0
Person_300,"Aleutians West Census Area, Alaska","[60, 70]",1,0
Person_301,"Aleutians West Census Area, Alaska","[2, 60]",1,0
Person_302,"Aleutians West Census Area, Alaska","[70, 60]",1,0
Person_303,"Aleutians West Census Area, Alaska","[2, 60]",1,0
Person_304,"Aleutians West Census Area, Alaska","[70, 2]",1,0
Person_305,"Aleutians West Census Area, Alaska","[2, 60]",1,0
Person_306,"Aleutians West Census Area, Alaska","[70, 60]",1,0
Person_307,"Aleutians West Census Area, Alaska","[60, 70]",1,0
Person_308,"Aleutians West Census Area, Alaska","[70, 60]",1,0
Person_309,"Aleutians West Census Area, Alaska","[70, 60]",1,0
Person_310,"Aleutians West Census Area, Alaska","[2, 60]",1,0
Person_311,"Aleutians West Census Area, Alaska","[70, 2]",1,0
Person_312,"Aleutians West Census Area, Alaska","[70, 60]",1,0
Person_313,"Aleutians West Census Area, Alaska","[2, 70]",1,0
Person_314,"Aleutians West Census Area, Alaska","[2, 70]",1,0
Person_315,"Aleutians West Census Area, Alaska","[60, 70]",1,0
Person_316,"Aleutians West Census Area, Alaska","[60, 2]",1,0
Person_317,"Aleutians West Census Area, Alaska","[60, 70]",1,0
Person_318,"Aleutians West Census Area, Alaska","[70, 60]",1,0
Person_319,"Aleutians West Census Area, Alaska","[70, 60]",1,0
Person_320,"Aleutians West Census Area, Alaska","[60, 70]",1,0
Person_321,"Aleutians West Census Area, Alaska","[60, 70]",1,0
Person_322,"Aleutians West Census Area, Alaska","[70, 60]",1,0
Person_323,"Aleutians West Census Area, Alaska","[60, 70]",1,0
Person_324,"Aleutians West Census Area, Alaska","[60, 70]",1,0
Person_325,"Aleutians West Census Area, Alaska","[70, 60]",1,0
Person_326,"Aleutians West Census Area, Alaska","[70, 60]",1,0
Person_327,"Aleutians West Census Area, Alaska",[60],1,0
Person_328,"Aleutians West Census Area, Alaska",[60],1,0
Person_329,"Aleutians West Census Area, Alaska",[60],1,0
Person_330,"Aleutians West Census Area, Alaska",[60],1,0
Person_331,"Aleutians West Census Area, Alaska",[60],1,0
Person_332,"Aleutians West Census Area, Alaska",[60],1,0
Person_333,"Aleutians West Census Area, Alaska",[60],1,0
Person_334,"Aleutians West Census Area, Alaska",[60],1,0
Person_335,"Aleutians West Census Area, Alaska",[60],1,0
Person_336,"Aleutians West Census Area, Alaska",[60],1,0
Person_337,"Aleutians West Census Area, Alaska",[60],1,0
Person_338,"Aleutians West Census Area, Alaska",[60],1,0
Person_339,"Aleutians West Census Area, Alaska",[60],1,0
Person_340,"Aleutians West Census Area, Alaska",[60],1,0
Person_341,"Aleutians West Census Area, Alaska",[60],1,0
Person_342,"Aleutians West Census Area, Alaska",[60],1,0
Person_343,"Aleutians West Census Area, Alaska",[60],1,0
Person_344,"Aleutians West Census Area, Alaska",[60],1,0
Person_345,"Aleutians West Census Area, Alaska",[60],1,0
Person_346,"Aleutians West Census Area, Alaska",[60],1,0
Person_347,"Aleutians West Census Area, Alaska",[60],1,0
Person_348,"Aleutians West Census Area, Alaska",[60],1,0
Person_349,"Aleutians West Census Area, Alaska",[60],1,0
Person_350,"Aleutians West Census Area, Alaska",[60],1,0
Person_351,"Aleutians West Census Area, Alaska",[60],1,0
Person_352,"Aleutians West Census Area, Alaska",[60],1,0
Person_353,"Aleutians West Census Area, Alaska",[60],1,0
Person_354,"Aleutians West Census Area, Alaska",[60],1,0
Person_355,"Aleutians West Census Area, Alaska",[60],1,0
Person_356,"Aleutians West Census Area, Alaska",[60],1,0
Person_357,"Aleutians West Census Area, Alaska",[60],1,0
Person_358,"Aleutians West Census Area, Alaska",[60],1,0
Person_359,"Aleutians West Census Area, Alaska",[60],1,0
Person_360,"Aleutians West Census Area, Alaska",[60],1,0
Person_361,"Aleutians West Census Area, Alaska",[60],1,0
Person_362,"Aleutians West Census Area, Alaska",[60],1,0
Person_363,"Aleutians West Census Area, Alaska",[60],1,0
Person_364,"Aleutians West Census Area, Alaska",[60],1,0
Person_365,"Aleutians West Census Area, Alaska",[60],1,0
Person_366,"Aleutians West Census Area, Alaska",[60],1,0
Person_367,"Aleutians West Census Area, Alaska",[60],1,0
Person_368,"Aleutians West Census Area, Alaska",[60],1,0
Person_369,"Aleutians West Census Area, Alaska",[60],1,0
Person_370,"Aleutians West Census Area, Alaska",[60],1,0
Person_371,"Aleutians West Census Area, Alaska",[60],1,0
Person_372,"Aleutians West Census Area, Alaska",[60],1,0
Person_373,"Aleutians West Census Area, Alaska",[60],1,0
Person_374,"Aleutians West Census Area, Alaska",[60],1,0
Person_375,"Aleutians West Census Area, Alaska",[60],1,0
Person_376,"Aleutians West Census Area, Alaska",[60],1,0
Person_377,"Aleutians West Census Area, Alaska",[60],1,0
Person_378,"Aleutians West Census Area, Alaska",[60],1,0
Person_379,"Aleutians West Census Area, Alaska",[60],1,0
Person_380,"Aleutians West Census Area, Alaska",[60],1,0
Person_381,"Aleutians West Census Area, Alaska",[60],1,0
Person_382,"Aleutians West Census Area, Alaska",[60],1,0
Person_383,"Aleutians West Census Area, Alaska",[60],1,0
Person_384,"Aleutians West Census Area, Alaska",[60],1,0
Person_385,"Aleutians West Census Area, Alaska",[60],1,0
Person_386,"Aleutians West Census Area, Alaska",[60],1,0
Person_387,"Aleutians West Census Area, Alaska",[60],1,0
Person_388,"Aleutians West Census Area, Alaska",[60],1,0
Person_389,"Aleutians West Census Area, Alaska",[60],1,0
Person_390,"Aleutians West Census Area, Alaska",[60],1,0
Person_391,"Aleutians West Census Area, Alaska",[60],1,0
Person_392,"Aleutians West Census Area, Alaska",[60],1,0
Person_393,"Aleutians West Census Area, Alaska",[60],1,0
Person_394,"Aleutians West Census Area, Alaska",[60],1,0
Person_395,"Aleutians West Census Area, Alaska",[60],1,0
Person_396,"Aleutians West Census Area, Alaska",[60],1,0
Person_397,"Aleutians West Census Area, Alaska",[60],1,0
Person_398,"Aleutians West Census Area, Alaska",[60],1,0
Person_399,"Aleutians West Census Area, Alaska",[60],1,0
Person_400,"Aleutians West Census Area, Alaska",[60],1,0
Person_401,"Aleutians West Census Area, Alaska",[60],1,0
Person_402,"Aleutians West Census Area, Alaska",[60],1,0
Person_403,"Aleutians West Census Area, Alaska",[60],1,0
Person_404,"Aleutians West Census Area, Alaska",[60],1,0
Person_405,"Aleutians West Census Area, Alaska",[60],1,0
Person_406,"Aleutians West Census Area, Alaska",[60],1,0
Person_407,"Aleutians West Census Area, Alaska",[60],1,0
Person_408,"Aleutians West Census Area, Alaska",[60],1,0
Person_409,"Aleutians West Census Area, Alaska",[60],1,0
Person_410,"Aleutians West Census Area, Alaska",[60],1,0
Person_411,"Aleutians West Census Area, Alaska",[60],1,0
Person_412,"Aleutians West Census Area, Alaska",[60],1,0
Person_413,"Aleutians West Census Area, Alaska",[60],1,0
Person_414,"Aleutians West Census Area, Alaska",[60],1,0
Person_415,"Aleutians West Census Area, Alaska",[60],1,0
Person_416,"Aleutians West Census Area, Alaska",[60],1,0
Person_417,"Aleutians West Census Area, Alaska",[60],1,0
Person_418,"Aleutians West Census Area, Alaska",[60],1,0
Person_419,"Aleutians West Census Area, Alaska",[60],1,0
Person_420,"Aleutians West Census Area, Alaska",[60],1,0
Person_421,"Aleutians West Census Area, Alaska",[60],1,0
Person_422,"Aleutians West Census Area, Alaska",[60],1,0
Person_423,"Aleutians West Census Area, Alaska",[60],1,0
Person_424,"Aleutians West Census Area, Alaska",[60],1,0
Person_425,"Aleutians West Census Area, Alaska",[60],1,0
Person_426,"Aleutians West Census Area, Alaska",[60],1,0
Person_427,"Aleutians West Census Area, Alaska",[60],1,0
Person_428,"Aleutians West Census Area, Alaska",[60],1,0
Person_429,"Aleutians West Census Area, Alaska",[60],1,0
Person_430,"Aleutians West Census Area, Alaska",[60],1,0
Person_431,"Aleutians West Census Area, Alaska",[60],1,0
Person_432,"Aleutians West Census Area, Alaska",[60],1,0
Person_433,"Aleutians West Census Area, Alaska",[60],1,0
Person_434,"Aleutians West Census Area, Alaska",[60],1,0
Person_435,"Aleutians West Census Area, Alaska",[60],1,0
Person_436,"Aleutians West Census Area, Alaska",[60],1,0
Person_437,"Aleutians West Census Area, Alaska",[60],1,0
Person_438,"Aleutians West Census Area, Alaska",[60],1,0
Person_439,"Aleutians West Census Area, Alaska",[60],1,0
Person_440,"Aleutians West Census Area, Alaska",[60],1,0
Person_441,"Aleutians West Census Area, Alaska",[60],1,0
Person_442,"Aleutians West Census Area, Alaska",[60],1,0
Person_443,"Aleutians West Census Area, Alaska",[60],1,0
Person_444,"Aleutians West Census Area, Alaska",[60],1,0
Person_445,"Aleutians West Census Area, Alaska",[60],1,0
Person_446,"Aleutians West Census Area, Alaska",[60],1,0
Person_447,"Aleutians West Census Area, Alaska",[60],1,0
Person_448,"Aleutians West Census Area, Alaska",[60],1,0
Person_449,"Aleutians West Census Area, Alaska",[60],1,0
Person_450,"Aleutians West Census Area, Alaska",[60],1,0
Person_451,"Aleutians West Census Area, Alaska",[60],1,0
Person_452,"Aleutians West Census Area, Alaska",[60],1,0
